Timestamp,Wind Direction,Wind Speed
1,132.243,3.685
2,317.834,18.447
3,704.609,5.493
4,1187.513,15.084
5,127.01,6.876
6,397.244,6.402
7,924.964,7.748
8,3511.557,13.543
9,367.409,3.624
10,644.47,8.849
11,569.631,6.832
12,364.099,7.708
13,51.595,3.723
14,562.067,14.019
15,264.521,13.103
16,198.789,6.587
17,1068.902,5.098
18,541.756,12.246
19,419.412,9.504
20,1165.618,3.847
21,367.559,13.844
22,493.738,5.182
23,172.451,3.976
24,881.807,9.441
25,807.417,9.238
26,224.427,2.515
27,196.519,9.448
28,1099.788,5.306
29,1177.375,6.451
30,755.775,20.449
31,575.781,15.875
32,482.531,1.962
33,894.292,14.061
34,474.165,11.835
35,237.176,7.208
36,356.577,6.487
37,286.48,4.329
38,400.817,7.085
39,452.511,10.131
40,2706.655,5.666
41,3444.467,7.878
42,1445.912,14.321
43,863.628,7.16
44,671.077,9.711
45,197.243,3.543
46,512.299,11.006
47,223.35,7.311
48,331.258,6.474
49,352.354,9.519
50,39.88,4.722
51,150.783,3.241
52,1372.344,11.517
53,409.793,1.292
54,352.639,8.103
55,837.369,3.176
56,323.078,8.293
57,132.222,13.51
58,1128.576,15.087
59,384.193,11.485
60,1151.377,11.924
61,185.794,9.069
62,178.185,7.985
63,542.618,3.865
64,682.159,3.15
65,373.612,16.887
66,790.787,3.795
67,742.316,9.981
68,2158.303,10.102
69,906.7,7.538
70,535.704,4.116
71,171.619,14.089
72,319.661,10.719
73,545.124,2.993
74,1497.734,9.138
75,405.292,4.029
76,1481.701,8.056
77,491.735,13.748
78,297.737,3.886
79,514.524,6.323
80,1517.466,10.027
81,998.75,9.828
82,311.635,7.089
83,248.746,10.564
84,135.618,12.887
85,1019.702,6.996
86,123.821,8.871
87,829.068,21.226
88,1051.452,20.49
89,605.913,6.802
90,999.256,9.098
91,271.126,5.361
92,540.86,19.362
93,940.036,13.022
94,195.417,2.13
95,70.396,7.262
96,441.467,1.742
97,641.172,4.828
98,466.37,9.982
99,1232.528,10.348
100,365.202,5.355
101,1436.819,22.315
102,200.706,1.773
103,506.658,6.64
104,1665.883,5.331
105,236.033,4.562
106,117.214,3.467
107,748.704,10.817
108,819.019,14.742
109,987.796,5.722
110,730.169,10.834
111,632.626,9.651
112,1340.428,2.508
113,885.602,4.297
114,326.129,15.638
115,1130.694,12.051
116,364.398,4.943
117,600.487,16.599
118,920.406,10.836
119,1603.956,16.402
120,393.903,5.707
121,2190.342,1.515
122,414.064,15.951
123,111.125,7.723
124,219.027,7.372
125,153.291,10.902
126,2543.288,6.827
127,1447.882,7.328
128,1355.306,6.232
129,362.017,12.781
130,485.008,7.38
131,489.429,12.391
132,745.965,10.933
133,2614.944,8.334
134,383.912,9.822
135,663.001,8.293
136,1777.071,8.677
137,1714.377,12.126
138,1045.565,1.756
139,927.726,10.441
140,357.497,5.659
141,518.784,7.401
142,386.791,1.92
143,683.514,8.63
144,923.87,6.63
145,245.409,18.502
146,1280.084,9.465
147,1000.804,7.362
148,1218.429,11.793
149,420.834,10.768
150,1272.142,15.442
151,412.805,18.97
152,955.484,11.382
153,984.749,7.295
154,305.139,21.46
155,802.702,8.759
156,138.965,9.051
157,362.287,14.204
158,1111.975,1.395
159,1557.135,3.624
160,1356.385,12.852
161,760.641,8.91
162,333.835,7.15
163,2138.246,9.255
164,1094.111,13.067
165,570.446,10.53
166,333.387,3.886
167,137.564,8.214
168,261.437,3.579
169,1475.982,8.775
170,166.67,3.43
171,767.837,10.361
172,1147.458,10.314
173,21.77,4.991
174,1092.335,15.631
175,133.289,4.785
176,899.53,13.174
177,462.297,7.791
178,41.515,19.906
179,592.291,8.184
180,596.625,7.1
181,663.271,19.748
182,672.016,10.04
183,381.399,6.116
184,914.294,11.229
185,1038.772,8.175
186,474.483,12.49
187,593.472,10.218
188,590.08,5.452
189,597.59,19.626
190,528.492,4.984
191,786.017,10.054
192,1564.557,4.309
193,115.449,8.661
194,420.879,9.724
195,276.047,3.032
196,90.702,9.872
197,1286.199,10.788
198,265.224,9.344
199,982.028,5.751
200,486.51,5.374
201,592.438,9.704
202,79.964,7.382
203,129.854,9.895
204,1441.256,7.168
205,557.138,16.402
206,411.453,1.088
207,620.596,1.523
208,886.089,5.291
209,414.15,9.445
210,143.99,6.277
211,262.244,14.869
212,1292.159,9.558
213,531.652,5.929
214,353.755,0.857
215,233.024,10.034
216,1073.934,12.747
217,1056.692,3.637
218,468.291,16.06
219,381.021,6.27
220,173.405,6.017
221,552.039,3.525
222,644.968,6.734
223,731.342,7.786
224,995.405,20.685
225,806.679,11.807
226,682.058,9.08
227,1010.684,9.215
228,649.387,11.618
229,601.397,5.821
230,981.702,15.681
231,1041.574,1.037
232,1028.654,8.022
233,797.528,5.477
234,448.32,9.667
235,269.653,6.176
236,270.937,5.567
237,1389.129,11.163
238,159.331,7.248
239,466.635,11.061
240,1618.813,15.893
241,347.011,11.623
242,1508.102,3.4
243,592.776,7.811
244,1116.623,7.293
245,612.22,7.803
246,1836.575,5.195
247,879.228,12.118
248,663.764,8.935
249,745.839,8.697
250,951.074,3.139
251,441.239,1.523
252,872.183,7.439
253,2556.075,1.727
254,757.459,18.271
255,479.389,10.676
256,802.136,5.497
257,2283.688,11.869
258,446.993,11.972
259,882.924,5.983
260,2005.416,6.048
261,977.595,8.552
262,1488.816,21.849
263,1707.121,11.207
264,2853.27,14.422
265,742.969,10.863
266,491.025,8.316
267,835.643,10.37
268,1215.144,4.532
269,224.629,8.462
270,189.681,4.135
271,439.069,6.079
272,184.262,2.862
273,945.668,6.152
274,694.405,8.784
275,768.948,4.394
276,940.635,17.228
277,320.342,9.535
278,285.289,7.056
279,1150.275,11.028
280,223.5,4.503
281,24.368,10.444
282,670.822,9.923
283,1454.977,10.141
284,831.61,8.819
285,763.621,12.489
286,603.816,12.831
287,589.222,1.37
288,117.432,11.086
289,1239.92,5.723
290,338.584,11.001
291,551.98,6.673
292,442.088,11.098
293,292.367,4.828
294,465.199,18.255
295,982.103,19.413
296,542.091,5.365
297,536.105,3.315
298,1295.174,6.215
299,336.466,15.047
300,521.584,17.238
301,466.919,14.033
302,1123.1,12.231
303,1185.963,0.679
304,1527.826,5.832
305,428.875,7.943
306,181.178,7.722
307,144.902,7.702
308,456.414,9.033
309,811.797,7.473
310,226.248,10.833
311,1134.509,1.894
312,245.516,8.861
313,737.126,8.421
314,229.998,7.945
315,216,19.06
316,800.691,11.4
317,89.597,10.98
318,172.21,8.511
319,1037.108,6.419
320,527.059,3.375
321,182.747,10.94
322,661.615,8.835
323,638.956,2.111
324,1440.743,2.785
325,1283.052,11.236
326,826.566,10.413
327,856.635,8.624
328,584.045,7.688
329,754.238,2.619
330,544.359,11.686
331,637.724,6.694
332,1183.065,4.794
333,579.032,17.236
334,1540.228,9.004
335,1081.154,6.656
336,329.903,4.236
337,732.82,12.401
338,95.622,13.718
339,1905.708,17.529
340,1329.573,3.431
341,2139.131,5.39
342,1353.719,1.85
343,1133.718,14.947
344,546.075,1.966
345,564.595,10.423
346,1004.651,4.979
347,926.551,5.286
348,492.811,14.708
349,407.572,12.497
350,942.809,5.04
351,770.878,11.542
352,1523.033,3.871
353,946.368,6.006
354,453.979,10.356
355,1094.141,11.187
356,16.495,9.719
357,300.632,3.833
358,568.075,20.487
359,975.578,4.661
360,1264.488,3.63
361,1511.78,9.94
362,1161.656,9.819
363,873.05,6.817
364,412.691,2.216
365,567.569,8.088
366,72.687,2.551
367,715.847,4.533
368,610.327,9.162
369,1341.119,8.128
370,450.804,7.677
371,187.902,6.08
372,180.652,5.666
373,348.616,9.405
374,538.307,5.475
375,517.541,8.06
376,393.858,6.8
